key,field,value,evidence_type,evidence,pdf_file,page,section,note
mandi2022decision,noise,mixed,repository,Same SEMO knapsack data as mulamba2021contrastive (predopt-benchmarks Knapsack/Trainer/Data.npz): targets = price x weight + Gaussian noise.,Mandi2022_LearningToRank.pdf,,,see mulamba2021contrastive repository row
mandi2022decision,synthetic,yes,quote,Shortest Path Problems. We adopt this synthetic experi-,Mandi2022_LearningToRank.pdf,6,5 Experiments -- Shortest Path Problems,Continues: 'ment from Elmachtoub & Grigas (2021).' At least one regret-reporting experiment is synthetic -> synthetic=yes.
mandi2022decision,contaminated,yes,quote,we again see the regret goes up with the degree parameter.,Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,"Full passage: 'For the shortest path problem, we again see the regret goes up with the degree parameter. This is expected as the degree parameter controls the magnitude of the errors of the linear model.' -- explicit comparison of the metric across the misspecification (Deg) regimes, with a conclusion drawn."
mandi2022decision,contaminated,yes,quote,This is expected as the degree parameter controls the magni-,Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,Continues: 'tude of the errors of the linear model.'
mandi2022decision,contaminated,yes,quote,"more pronounced in higher degrees, where the linear model",Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,"Full sentence: 'The difference is more pronounced in higher degrees, where the linear model makes larger error.' -- method gaps read across degree regimes."
mandi2022decision,contaminated,yes,quote,"loss function produces low regret, but their regret jumps up",Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,Continues: 'at higher degrees.' -- pointwise/pairwise-diff losses' regret compared across degree regimes.
mandi2022decision,formula_stated,yes,equation,"to have lower regret, we consider the percentage regret :: inline formula, p. 7: (f(v*(ĉ), c) − f(v*(c), c)) / f(v*(c), c)",Mandi2022_LearningToRank.pdf,7,5.1 Experimental Results,"Both the regret (Eq. (3), p. 3) and the normalization (p. 7) are written as formulas."
shah2022lodl,metric_name,normalized decision quality (Normalized DQ On Test Data),quote,We use the term decision quality DQ (higher is better) instead of DL because these are all maximization problems.,Shah2022_LODL.pdf,7,5 Experiments,DQ = the decision loss DL of Sec. 2 with the sign flipped. The table column header adds 'Normalized'.
shah2022lodl,metric_name,normalized decision quality (Normalized DQ On Test Data),quote,Normalized DQ On Test Data,Shah2022_LODL.pdf,8,Table 1,Column header of Table 1 (also 'Normalized DQ on Test Data' in Table 2 p.10 and 'Normalized Test DQ' in Table 3 p.16).
shah2022lodl,oracle,LA,equation,"Predictions are evaluated with respect to the decision loss (DL) of the decision that they induce, i.e., the value under the objective function of the optimization under the ground truth parameters y: :: DL(ŷ, y) = f(z*(ŷ), y)  [unnumbered display, directly below the quoted sentence]",Shah2022_LODL.pdf,2,2 Background,Decision loss is the realized objective under the ground-truth parameters y of the test instance.
shah2022lodl,oracle,LA,quote,2. Optimal: The predictions are equal to the true labels y.,Shah2022_LODL.pdf,8,5.1 Results,"The 'Optimal' anchor (normalized DQ = 1) is the decision made with predictions equal to the realized labels y, i.e. f(z*(y), y): the hindsight / look-ahead optimum, not a conditional-mean optimum."
shah2022lodl,denominator,ref_policy_regret,reconstruction,"The paper never writes the normalization. It is pinned by two anchors in Table 1 (p.8): the Random baseline (predictions uniform on [0,1]^dim(y)) is reported as exactly 0 in every domain and the Optimal baseline (predictions = true labels y) as exactly 1 in every domain, while the other methods take values in between and below 0 (e.g. 2-Stage -0.95 in Linear Model, NN -0.11 in Portfolio). The only affine map with these anchors is NDQ(m) = (DQ(m) - DQ(Random)) / (DQ(Optimal) - DQ(Random)) = 1 - Regret(m) / Regret(Random), where Regret(m) = DQ(Optimal) - DQ(m) is the look-ahead regret. The denominator is therefore the regret of the random-prediction reference policy. Negative entries confirm the affine (not clipped) form.",Shah2022_LODL.pdf,8,5.1 Results; Table 1,Anchors quoted in separate rows below.
shah2022lodl,denominator,ref_policy_regret,quote,"1. Random: The predictions are sampled uniformly from [0, 1]dim(y) .",Shah2022_LODL.pdf,8,5.1 Results,Anchor 1: reference policy whose normalized DQ is 0.
shah2022lodl,denominator,ref_policy_regret,quote,2. Optimal: The predictions are equal to the true labels y.,Shah2022_LODL.pdf,8,5.1 Results,Anchor 2: oracle whose normalized DQ is 1.
shah2022lodl,denominator,ref_policy_regret,quote,Random 0 0 0,Shah2022_LODL.pdf,8,Table 1,"Table 1 row (whitespace collapsed): Random = 0 in Linear Model, Web Advertising, Portfolio Optimization."
shah2022lodl,denominator,ref_policy_regret,quote,Optimal 1 1 1,Shah2022_LODL.pdf,8,Table 1,Table 1 row (whitespace collapsed): Optimal = 1 in all three domains.
shah2022lodl,aggregation,unknown,quote,"We ran 100 samples for each (method, domain) pair—we used 10 different random seeds to generate the domain, and for each random seed we trained the LODLs and the predictive model Mθ for 10 random intializations.",Shah2022_LODL.pdf,15,A Extended Experimental Setup / Computation Infrastructure,"The ± in the tables is over these 100 runs. Whether normalized DQ is computed per test instance and averaged, or from test-set mean DQs (ratio of means), is never stated."
shah2022lodl,aggregation,unknown,absence,"Grepped whole-paper text Shah2022_LODL.txt for: normaliz (6 hits: 'normalization factor' p.6 about sampling noise; table headers p.8, p.10, p.16; 'normalized DQ would be 1' p.10 -- none defines the normalization), average/mean (only 'mean squared error'/'mean absolute error'), sum (only in objectives), test (train/val/test split sizes pp.14-15). Read Sec. 5-5.4 (pp.7-10), Appendix A (pp.14-15), Appendix B (pp.15-16) in full. Test-set sizes are given (400 instances Linear Model and Portfolio, 500 matrices Web Advertising, pp.14-15) but the order of normalization and averaging over test instances is never stated.",Shah2022_LODL.pdf,7;8;10;14;15;16,5 Experiments; A Extended Experimental Setup,
shah2022lodl,noise,mixed,quote,"Predict: Given a feature xn ∼ U [0, 1], use a linear model to predict the utility ŷ of resource n, where the true utility is yn = 10x3n − 6.5xn .",Shah2022_LODL.pdf,7,5 Experiments / Linear Model,"Linear Model domain: synthetic and noiseless (y is a deterministic cubic of x); the difficulty is misspecification, not noise."
shah2022lodl,noise,mixed,quote,"To obtain the features xm for each website m, true CTRs ym from the Yahoo! Webscope Dataset [28] are scrambled by multiplying with a random N × N matrix A, i.e., xm = Aym .",Shah2022_LODL.pdf,8,5 Experiments / Web Advertising,"Web Advertising: real labels, but features are a deterministic linear scrambling of the labels, so y is a deterministic function of x -- noiseless in the SCHEMA sense despite the real source data."
shah2022lodl,noise,mixed,quote,"Predict: Given historical data xn about stock n, predict the future stock price yn . We use historical data from 2004 to 2017 for a set of N = 50 stocks from the QuandlWIKI dataset [22].",Shah2022_LODL.pdf,8,5 Experiments / Portfolio Optimization,"Portfolio: real, noisy data (future prices from historical features). One noisy-real + two noiseless domains -> mixed."
shah2022lodl,synthetic,yes,quote,Linear Model This domain involves learning a linear model when the underlying mapping between features and predictions is cubic.,Shah2022_LODL.pdf,7,5 Experiments,"The Linear Model domain is a fully synthetic DGP (x ~ U[0,1], y = 10x^3 - 6.5x) and reports normalized DQ in Table 1 (p.8)."
shah2022lodl,synthetic,yes,quote,"There are 200 (x, y) pairs in each of the training and validation sets, and 400 (x, y) pairs in the test set.",Shah2022_LODL.pdf,14,A Extended Experimental Setup / Linear Model,"Synthetic instances are generated, not sampled from a real dataset."
shah2022lodl,synthetic,no,adjudication,"The column is scoped to the qualifying experiments. LODL's two synthetic domains are noiseless -- the linear model has y a deterministic cubic of x, and web advertising builds features as a deterministic linear scramble x = Ay of real CTRs -- so neither satisfies criterion (iv). The qualifying experiment is the real S&P portfolio, hence synthetic = no.",Shah2022_LODL.pdf,7;8,5 Experiments,"Supersedes the reader's synthetic = yes, which counted the synthetic-but-noiseless linear-model domain. Authors' ruling 2026-08-31."
shah2022lodl,contaminated,yes,quote,"Furthermore, if we extrapolate the line of best fit to where the MAE is 0, i.e., when there is no discrepancy LODL and DL, we find that the trend predicts the normalized DQ would be 1.",Shah2022_LODL.pdf,10,5.4 Correlation between the ‘quality’ of LODL and decision quality,Reads the magnitude of the normalized metric against its anchor: the gap between achieved normalized DQ and 1 is interpreted as the room for improvement attributable to LODL fit (i.e. as attainable headroom). Borderline -- see notes.
shah2022lodl,contaminated,yes,quote,"2. Lack of convexity can cause inconsistent results: While NN does well in the first two domains, it fails catastrophically in the Portfolio Optimization domain.",Shah2022_LODL.pdf,9,5.1 Results,Cross-problem reading of the normalized metric for one method (0.96 / 0.81 vs -0.11). Weaker evidence than the p.10 extrapolation; also readable as a within-domain observation (below Random in portfolio).
shah2022lodl,contaminated,yes,quote,"Table 1 shows the main results. We find that, in all domains, training predictive models with LODL outperforms training them with a task-independent 2-stage loss. Surprisingly, it also outperforms DFL, which has the benefit of handcrafted surrogates, in two of the three.",Shah2022_LODL.pdf,8,5.1 Results,"Counter-evidence: the paper's headline conclusions are within-domain method rankings tallied across domains, which the rubric does NOT count as contamination. Recorded so the second reader can weigh both sides."
shah2022lodl,contaminated,yes,adjudication,DQ = 1 is the look-ahead optimum and is unattainable by any policy when the premium is positive; the p10 extrapolation treats it as attainable (headroom reading).,Shah2022_LODL.pdf,10,5.4,VG ruling 2026-08-31
shah2022lodl,formula_stated,no,absence,"Grepped whole-paper text for: normaliz (6 hits -- p.6 'normalization factor' is the sampling noise scale α; p.8/p.10/p.16 are table headers; p.10 'normalized DQ would be 1' uses the metric -- none defines it), regret (0), percent (0), denominator (0), divid (6, all 'individual' or ref. title 'Divide and learn'), ratio (8, all inside 'exploration'/'iteration'/'configuration'-type words), relative (4, none about the metric). Read Sec. 2 (p.2-3, defines DL(ŷ,y) = f(z*(ŷ),y) only), Sec. 5-5.4 (pp.7-10), Appendix A-B (pp.14-16) in full. The normalization producing 'Normalized DQ' is never written as a formula or described in words; it is fixed only by the Random = 0 and Optimal = 1 anchors in Table 1.",Shah2022_LODL.pdf,2;7;8;10;14;15;16,2 Background; 5 Experiments; Appendix A-B,
silvestri2023score,metric_name,relative post-hoc regret (Rel. PRegret); relative regret (Rel. regret) in Q3/Q4,quote,"For each method, we report the relative post-hoc regret (Rel. PRegret), the relative regret of solutions not requiring recourse actions (Feas. rel. regret), the ratio of solutions that require recourse actions (Infeas. ratio), the MSE, and the number of epochs until convergence.",Silvestri2023_ScoreFunctionDFL.pdf,8,5.1 Q1: Predicting Constraint Parameters,"Tables 1-3 (Q1) report Rel. PRegret; Tables 4-5 (Q3, Q4) report Rel. regret; Figures 2-3 (Q2) report relative post-hoc regret."
silvestri2023score,oracle,LA,equation,"which expresses the suboptimality of z ⋆ (ŷ) (the decisions made on the basis of the predicted parameters ŷ) with respect to the true parameters y: :: Eq. (2): Regret(ŷ, y) = f(z*(ŷ), y) − f(z*(y), y); Eq. (3): PRegret(ŷ, y) = f(z*_corr(ŷ, y), y) − f(z*(y), y) + Pen(z*(ŷ), z*_corr(ŷ, y))",Silvestri2023_ScoreFunctionDFL.pdf,4,3 Problem Setting -- Task losses,"Both the regret and the post-hoc regret are measured against z*(y), the optimum for the realized parameter vector y (look-ahead oracle)."
silvestri2023score,denominator,not_stated,absence,"Protocol: grepped whole-paper text (30 pages, arXiv v3) for 'relative' (23 hits; every hit either names the metric 'relative (post-hoc) regret' / 'Rel. regret' or is unrelated: 'relative weights', 'relatively'), 'normaliz' (2 hits, both 'normalized runtime' in Q2 Figures 2-3), 'divid' (0), 'denominator' (0), 'percent' (0), 'scaled by' (0), 'ratio' (only 'Infeas. ratio' and 'likelihood ratio'). Read in full: Section 3 'Task losses' (p4, Eqs. 2-4), Section 5 intro and 5.1-5.4 (pp7-12), Appendix C (pp20-22), Appendix G 'Additional Results' (pp26-30). The word 'relative' is never defined; no formula for the normalization appears anywhere, so what the (post-hoc) regret is divided by -- and whether the ratio is of sums or of per-instance values -- is unstated.",Silvestri2023_ScoreFunctionDFL.pdf,"4-12, 20-30","Sections 3, 5; Appendices C, G","Supports the current 'denominator = not_stated' and 'formula_stated = no' (regret defined, normalization not) -- arguably 'partial' under the rubric since Eq. (2)/(3) define the regret itself; see notes."
